user_id,signup_date,plan_type,channel
1864,2023-03-02,free,organic
1865,2023-01-03,premium,organic
1866,2023-01-20,premium,doctor
1867,2023-02-01,free,doctor
1868,2023-01-08,free,doctor
1869,2023-01-07,free,referral
1870,2023-01-16,premium,ads
1871,2023-02-26,premium,doctor
1872,2023-02-04,free,referral
1873,2023-01-09,free,referral
1874,2023-01-25,premium,ads
1875,2023-01-30,premium,ads
1876,2023-01-24,free,organic
1877,2023-02-12,free,referral
1878,2023-03-02,free,doctor
1879,2023-02-17,free,ads
1880,2023-02-14,free,referral
1881,2023-03-02,free,doctor
1882,2023-02-04,premium,referral
1883,2023-01-27,free,ads
1884,2023-02-07,premium,organic
1885,2023-02-17,free,referral
1886,2023-02-16,free,doctor
1887,2023-01-10,free,ads
1888,2023-02-26,free,organic
1889,2023-01-27,premium,doctor
1890,2023-02-11,premium,doctor
1891,2023-01-07,free,doctor
1892,2023-02-23,free,referral
1893,2023-02-01,premium,ads
1894,2023-02-09,free,doctor
1895,2023-01-27,free,referral
1896,2023-03-02,premium,ads
1897,2023-03-02,free,ads
1898,2023-01-18,free,referral
1899,2023-01-03,free,referral
1900,2023-02-14,premium,doctor
1901,2023-01-24,free,ads
1902,2023-01-14,free,organic
1903,2023-01-29,premium,referral
1904,2023-01-29,free,ads
1905,2023-03-02,premium,ads
1906,2023-01-16,free,doctor
1907,2023-02-24,premium,organic
1908,2023-01-24,free,doctor
1909,2023-01-07,free,organic
1910,2023-02-13,free,organic
1911,2023-01-24,free,referral
1912,2023-02-04,premium,ads
1913,2023-02-27,premium,ads
1914,2023-02-11,free,ads
1915,2023-01-23,free,organic
1916,2023-01-04,premium,ads
1917,2023-01-26,premium,referral
1918,2023-01-18,free,organic
1919,2023-01-13,free,organic
1920,2023-01-08,free,organic
1921,2023-03-02,free,organic
1922,2023-02-24,free,referral
1923,2023-02-22,free,ads
1924,2023-01-30,free,referral
1925,2023-01-06,premium,ads
1926,2023-02-12,free,referral
1927,2023-01-14,free,doctor
1928,2023-02-11,free,doctor
1929,2023-02-10,free,doctor
1930,2023-02-08,free,doctor
1931,2023-01-02,free,organic
1932,2023-01-04,free,organic
1933,2023-02-20,free,referral
1934,2023-01-22,free,referral
1935,2023-01-16,free,doctor
1936,2023-01-09,premium,ads
1937,2023-02-20,free,doctor
1938,2023-02-06,premium,referral
1939,2023-01-14,free,doctor
1940,2023-01-05,free,referral
1941,2023-02-23,free,doctor
1942,2023-02-18,free,ads
1943,2023-02-05,premium,doctor
1944,2023-01-14,premium,ads
1945,2023-02-07,premium,ads
1946,2023-01-14,free,referral
1947,2023-02-22,free,ads
1948,2023-02-25,free,organic
1949,2023-01-15,free,organic
1950,2023-01-22,free,organic
1951,2023-02-19,free,referral
1952,2023-01-10,free,organic
1953,2023-02-20,free,referral
1954,2023-02-27,premium,referral
1955,2023-02-08,premium,organic
1956,2023-01-01,premium,ads
1957,2023-01-18,free,doctor
1958,2023-02-24,free,referral
1959,2023-01-10,free,organic
1960,2023-01-09,premium,referral
1961,2023-02-04,free,ads
1962,2023-01-17,free,ads
1963,2023-02-21,premium,organic
1964,2023-01-12,free,referral
1965,2023-01-08,free,doctor
1966,2023-02-12,free,doctor
1967,2023-02-25,free,referral
1968,2023-01-02,free,referral
1969,2023-01-09,free,referral
1970,2023-01-01,free,organic
1971,2023-01-23,free,ads
1972,2023-02-20,premium,doctor
1973,2023-02-20,free,organic
1974,2023-01-16,free,referral
1975,2023-02-07,free,referral
1976,2023-01-21,premium,ads
1977,2023-01-02,free,referral
1978,2023-01-12,free,organic
1979,2023-01-17,premium,organic
1980,2023-01-04,premium,ads
1981,2023-01-09,free,organic
1982,2023-02-17,premium,doctor
1983,2023-01-27,free,organic
1984,2023-02-03,free,organic
1985,2023-01-08,free,organic
1986,2023-02-17,free,doctor
1987,2023-01-05,premium,referral
1988,2023-01-31,free,organic
1989,2023-01-29,free,ads
1990,2023-02-19,premium,doctor
1991,2023-01-24,premium,ads
1992,2023-02-02,free,organic
1993,2023-02-07,free,ads
1994,2023-01-07,free,organic
1995,2023-01-29,premium,doctor
1996,2023-02-02,free,ads
1997,2023-01-15,premium,ads
1998,2023-03-02,free,organic
1999,2023-02-09,free,organic
2000,2023-01-03,free,referral
2001,2023-02-16,free,organic
2002,2023-02-20,free,organic
2003,2023-02-28,premium,referral
2004,2023-02-25,free,organic
2005,2023-02-12,free,organic
2006,2023-02-03,premium,referral
2007,2023-01-20,free,doctor
2008,2023-01-30,premium,doctor
2009,2023-02-11,free,organic
2010,2023-01-02,free,organic
2011,2023-01-04,free,referral
2012,2023-01-31,free,referral
2013,2023-02-24,premium,doctor
2014,2023-01-26,free,ads
2015,2023-01-28,free,organic
2016,2023-02-13,free,ads
2017,2023-01-07,free,ads
2018,2023-02-01,premium,referral
2019,2023-02-15,free,organic
2020,2023-02-28,free,organic
2021,2023-01-29,premium,referral
2022,2023-01-05,free,ads
2023,2023-02-27,premium,referral
2024,2023-01-06,free,doctor
2025,2023-01-21,free,organic
2026,2023-02-08,free,doctor
2027,2023-01-10,premium,referral
2028,2023-01-05,premium,organic
2029,2023-01-09,free,doctor
2030,2023-01-18,free,doctor
2031,2023-02-09,free,ads
2032,2023-02-10,free,organic
2033,2023-02-07,free,doctor
2034,2023-02-05,premium,doctor
2035,2023-02-15,free,ads
2036,2023-01-21,free,doctor
2037,2023-01-25,free,doctor
2038,2023-02-08,free,doctor
2039,2023-02-03,free,ads
2040,2023-01-19,free,doctor
2041,2023-01-30,premium,doctor
2042,2023-02-02,free,organic
2043,2023-02-08,free,organic
2044,2023-01-28,free,ads
2045,2023-01-07,premium,referral
2046,2023-02-20,premium,organic
2047,2023-02-14,free,ads
2048,2023-01-08,premium,doctor
2049,2023-02-24,free,doctor
2050,2023-02-11,free,ads
2051,2023-02-11,free,doctor
2052,2023-02-26,free,doctor
2053,2023-02-19,free,referral
2054,2023-02-05,premium,doctor
2055,2023-02-16,premium,organic
2056,2023-02-25,free,doctor
2057,2023-01-14,free,ads
2058,2023-01-28,free,referral
2059,2023-01-29,free,doctor
2060,2023-02-26,free,ads
2061,2023-01-15,free,organic
2062,2023-01-27,free,doctor
2063,2023-01-22,premium,referral
2064,2023-02-22,free,doctor
2065,2023-01-30,free,ads
2066,2023-01-26,premium,referral
2067,2023-01-27,free,doctor
2068,2023-02-16,free,organic
2069,2023-01-07,free,referral
2070,2023-01-21,free,organic
2071,2023-01-28,premium,ads
2072,2023-01-21,free,doctor
2073,2023-02-12,free,organic
2074,2023-01-17,premium,ads
2075,2023-01-24,premium,doctor
2076,2023-01-10,premium,ads
2077,2023-02-13,free,organic
2078,2023-03-01,free,ads
2079,2023-01-31,premium,referral
2080,2023-01-05,premium,doctor
2081,2023-01-06,free,ads
2082,2023-02-23,free,organic
2083,2023-01-06,free,doctor
2084,2023-01-06,premium,referral
2085,2023-01-28,free,doctor
2086,2023-01-07,free,referral
2087,2023-02-17,free,doctor
2088,2023-02-17,free,ads
2089,2023-01-24,premium,ads
2090,2023-02-21,free,organic
2091,2023-01-09,premium,referral
2092,2023-02-05,premium,organic
2093,2023-01-04,free,ads
2094,2023-02-07,free,referral
2095,2023-02-05,free,organic
2096,2023-02-05,premium,organic
2097,2023-01-22,free,organic
2098,2023-02-12,free,organic
2099,2023-01-08,premium,organic
2100,2023-01-27,free,referral
2101,2023-01-23,premium,organic
2102,2023-02-25,free,referral
2103,2023-02-12,free,organic
2104,2023-03-02,free,ads
2105,2023-02-18,premium,ads
2106,2023-01-28,free,organic
2107,2023-02-25,premium,doctor
2108,2023-02-28,premium,ads
2109,2023-02-16,free,referral
2110,2023-01-04,premium,organic
2111,2023-01-19,free,referral
2112,2023-02-08,free,doctor
2113,2023-01-20,free,organic
2114,2023-01-23,premium,ads
2115,2023-01-07,free,referral
2116,2023-02-06,free,ads
2117,2023-02-02,free,ads
2118,2023-01-14,free,organic
2119,2023-01-10,free,referral
2120,2023-02-12,premium,doctor
2121,2023-01-31,premium,ads
2122,2023-01-15,free,organic
2123,2023-02-24,premium,organic
2124,2023-01-07,free,doctor
2125,2023-01-23,premium,organic
2126,2023-02-24,free,ads
2127,2023-02-05,free,organic
2128,2023-01-24,free,referral
2129,2023-01-08,premium,referral
2130,2023-02-18,free,ads
2131,2023-01-18,free,referral
2132,2023-02-06,free,doctor
2133,2023-01-15,free,organic
2134,2023-02-21,free,ads
2135,2023-01-28,premium,doctor
2136,2023-02-24,premium,organic
2137,2023-02-05,free,doctor
2138,2023-02-19,premium,ads
2139,2023-02-22,free,ads
2140,2023-02-09,premium,doctor
2141,2023-02-09,premium,organic
2142,2023-02-13,free,referral
2143,2023-02-11,premium,referral
2144,2023-02-05,free,doctor
2145,2023-01-02,free,ads
2146,2023-02-08,premium,organic
2147,2023-03-01,free,organic
2148,2023-02-12,free,ads
2149,2023-02-23,free,referral
2150,2023-02-14,premium,organic
2151,2023-01-18,free,doctor
2152,2023-01-02,free,referral
2153,2023-01-12,premium,doctor
2154,2023-01-18,premium,referral
2155,2023-02-14,free,ads
2156,2023-02-18,free,doctor
2157,2023-01-20,free,doctor
2158,2023-02-28,free,ads
2159,2023-01-22,free,doctor
2160,2023-01-23,premium,referral
2161,2023-01-01,free,organic
2162,2023-01-12,free,organic
2163,2023-02-25,free,ads
2164,2023-01-10,premium,referral
2165,2023-02-06,free,doctor
2166,2023-02-12,premium,doctor
2167,2023-01-26,free,organic
2168,2023-01-05,free,doctor
2169,2023-01-10,free,organic
2170,2023-02-17,free,ads
2171,2023-02-10,free,doctor
2172,2023-01-02,free,referral
2173,2023-01-06,free,doctor
2174,2023-02-17,premium,organic
2175,2023-02-03,free,ads
2176,2023-01-14,premium,organic
2177,2023-01-25,free,doctor
2178,2023-01-27,free,organic
2179,2023-01-30,free,organic
2180,2023-01-22,free,ads
2181,2023-01-11,free,referral
2182,2023-01-24,free,doctor
2183,2023-01-20,free,ads
2184,2023-02-16,free,referral
2185,2023-01-21,free,organic
2186,2023-02-19,premium,referral
2187,2023-03-02,premium,organic
2188,2023-02-06,premium,organic
2189,2023-02-08,premium,ads
2190,2023-01-06,free,organic
2191,2023-02-26,free,ads
2192,2023-01-04,premium,referral
2193,2023-01-10,free,referral
2194,2023-01-11,free,organic
2195,2023-02-18,free,ads
2196,2023-02-09,free,organic
2197,2023-01-04,free,ads
2198,2023-02-13,premium,ads
2199,2023-01-06,free,ads
2200,2023-01-18,free,referral
2201,2023-01-29,premium,ads
2202,2023-02-12,free,referral
2203,2023-01-28,free,ads
2204,2023-02-01,free,referral
2205,2023-02-08,premium,doctor
2206,2023-01-29,premium,referral
2207,2023-01-27,free,referral
2208,2023-01-18,premium,organic
2209,2023-01-14,free,ads
2210,2023-02-18,premium,doctor
2211,2023-02-02,premium,organic
2212,2023-01-08,premium,ads
2213,2023-01-23,free,doctor
2214,2023-01-28,premium,doctor
2215,2023-01-08,premium,doctor
2216,2023-01-19,free,ads
2217,2023-02-13,premium,doctor
2218,2023-02-13,free,doctor
2219,2023-02-07,premium,organic
2220,2023-02-01,free,referral
2221,2023-02-03,premium,ads
2222,2023-02-12,free,referral
2223,2023-01-20,free,organic
2224,2023-01-03,free,referral
2225,2023-01-15,free,doctor
2226,2023-01-26,free,doctor
2227,2023-02-08,free,ads
2228,2023-01-04,free,ads
2229,2023-01-01,free,ads
2230,2023-01-14,free,organic
2231,2023-01-20,premium,ads
2232,2023-03-02,free,organic
2233,2023-01-14,premium,doctor
2234,2023-02-19,premium,referral
2235,2023-01-09,free,doctor
2236,2023-02-18,free,doctor
2237,2023-01-17,premium,doctor
2238,2023-01-19,free,ads
2239,2023-01-21,free,ads
2240,2023-01-08,free,ads
2241,2023-01-01,premium,referral
2242,2023-02-01,free,ads
2243,2023-02-17,free,organic
2244,2023-01-28,premium,doctor
2245,2023-01-12,premium,referral
2246,2023-01-09,free,referral
2247,2023-01-25,free,referral
2248,2023-02-04,premium,referral
2249,2023-02-15,free,referral
2250,2023-01-15,free,organic
2251,2023-02-02,free,doctor
2252,2023-02-05,premium,referral
2253,2023-02-23,free,doctor
2254,2023-02-12,premium,ads
2255,2023-02-21,premium,referral
2256,2023-01-23,free,referral
2257,2023-01-05,free,doctor
2258,2023-01-26,free,referral
2259,2023-02-25,free,referral
2260,2023-02-17,free,referral
2261,2023-01-03,premium,organic
2262,2023-01-28,free,organic
2263,2023-01-02,premium,referral
2264,2023-01-30,free,organic
2265,2023-02-28,free,ads
2266,2023-01-05,free,referral
2267,2023-02-25,free,ads
2268,2023-01-21,premium,doctor
2269,2023-02-06,free,ads
2270,2023-01-28,free,doctor
2271,2023-02-06,free,referral
2272,2023-01-26,free,doctor
2273,2023-02-15,free,doctor
2274,2023-02-10,free,ads
2275,2023-01-27,premium,ads
2276,2023-01-19,free,ads
2277,2023-01-08,premium,referral
2278,2023-01-26,free,referral
2279,2023-01-02,free,ads
2280,2023-01-21,free,referral
2281,2023-01-11,free,referral
2282,2023-02-21,free,doctor
2283,2023-03-02,free,doctor
2284,2023-02-09,free,ads
2285,2023-01-30,free,referral
2286,2023-02-23,free,doctor
2287,2023-02-14,premium,organic
2288,2023-02-28,free,referral
2289,2023-01-24,free,organic
2290,2023-01-06,free,ads
2291,2023-01-28,free,referral
2292,2023-02-24,free,ads
2293,2023-01-07,free,ads
2294,2023-01-16,free,ads
2295,2023-01-28,free,ads
2296,2023-02-07,free,ads
2297,2023-01-26,free,referral
2298,2023-02-03,free,organic
2299,2023-01-06,free,referral
2300,2023-01-26,free,referral
2301,2023-02-25,premium,referral
2302,2023-01-20,free,doctor
2303,2023-02-17,free,doctor
2304,2023-01-22,free,referral
2305,2023-01-15,premium,organic
2306,2023-01-22,free,referral
2307,2023-02-19,free,ads
2308,2023-01-11,free,doctor
2309,2023-01-05,free,doctor
2310,2023-02-02,free,referral
2311,2023-02-10,free,referral
2312,2023-01-08,premium,organic
2313,2023-02-03,free,organic
2314,2023-02-02,premium,ads
2315,2023-01-13,premium,referral
2316,2023-02-27,free,referral
2317,2023-02-19,free,referral
2318,2023-01-23,free,doctor
2319,2023-01-23,free,ads
2320,2023-02-16,free,organic
2321,2023-02-22,premium,doctor
2322,2023-02-11,premium,doctor
2323,2023-02-22,free,doctor
2324,2023-01-10,free,doctor
2325,2023-01-16,premium,ads
2326,2023-01-07,premium,referral
2327,2023-01-10,premium,organic
2328,2023-01-17,free,organic
2329,2023-01-13,free,doctor
2330,2023-01-12,free,doctor
2331,2023-02-08,free,ads
2332,2023-01-10,free,doctor
2333,2023-02-18,free,organic
2334,2023-02-18,free,organic
2335,2023-02-11,free,referral
2336,2023-01-05,free,referral
2337,2023-01-12,free,organic
2338,2023-03-02,free,organic
2339,2023-02-19,free,ads
2340,2023-02-10,free,ads
2341,2023-02-01,premium,organic
2342,2023-01-30,free,doctor
2343,2023-02-18,free,referral
2344,2023-02-06,free,organic
2345,2023-02-18,premium,doctor
2346,2023-02-07,free,organic
2347,2023-01-29,free,referral
2348,2023-02-13,free,referral
2349,2023-03-01,free,ads
2350,2023-02-26,free,ads
2351,2023-02-06,free,ads
2352,2023-02-11,premium,ads
2353,2023-02-10,free,referral
2354,2023-02-09,premium,doctor
2355,2023-01-21,premium,doctor
2356,2023-02-25,free,doctor
2357,2023-02-10,premium,organic
2358,2023-01-21,free,ads
2359,2023-01-10,free,ads
2360,2023-01-29,free,referral
2361,2023-01-05,free,referral
2362,2023-01-31,free,organic
2363,2023-01-29,free,organic
2364,2023-02-10,free,doctor
2365,2023-01-20,free,referral
2366,2023-02-20,free,ads
2367,2023-01-18,free,doctor
2368,2023-02-07,free,ads
2369,2023-01-04,free,doctor
2370,2023-01-23,premium,ads
2371,2023-02-02,free,organic
2372,2023-01-05,premium,doctor
2373,2023-01-20,free,ads
2374,2023-01-30,free,ads
2375,2023-01-29,free,referral
2376,2023-01-03,free,doctor
2377,2023-01-04,free,ads
2378,2023-01-24,premium,referral
2379,2023-02-23,free,ads
2380,2023-01-19,premium,doctor
2381,2023-01-05,premium,organic
2382,2023-02-11,premium,doctor
2383,2023-02-25,premium,doctor
2384,2023-02-24,free,ads
2385,2023-01-06,free,ads
2386,2023-02-09,free,doctor
2387,2023-02-08,free,referral
2388,2023-02-02,free,referral
2389,2023-01-25,premium,referral
2390,2023-01-30,free,ads
2391,2023-02-07,free,ads
2392,2023-02-05,free,doctor
2393,2023-02-20,free,organic
2394,2023-02-17,free,ads
2395,2023-02-27,premium,doctor
2396,2023-01-03,free,doctor
2397,2023-01-29,free,organic
2398,2023-02-28,free,referral
2399,2023-02-21,free,doctor
2400,2023-02-06,free,doctor
2401,2023-02-11,free,doctor
2402,2023-01-13,free,referral
2403,2023-01-21,free,referral
2404,2023-02-08,free,organic
2405,2023-01-31,free,ads
2406,2023-02-02,free,referral
2407,2023-01-10,free,ads
2408,2023-01-04,free,ads
2409,2023-01-29,premium,referral
2410,2023-01-07,free,doctor
2411,2023-02-21,free,organic
2412,2023-02-27,free,ads
2413,2023-02-23,free,doctor
2414,2023-01-22,free,referral
2415,2023-02-15,free,ads
2416,2023-01-06,premium,ads
2417,2023-02-02,free,ads
2418,2023-02-11,free,doctor
2419,2023-01-12,free,doctor
2420,2023-01-03,free,doctor
2421,2023-01-16,free,ads
2422,2023-02-15,free,ads
2423,2023-01-29,premium,organic
2424,2023-01-29,free,organic
2425,2023-02-03,free,doctor
2426,2023-02-03,premium,doctor
2427,2023-02-09,free,referral
2428,2023-01-11,premium,doctor
2429,2023-01-24,free,organic
2430,2023-01-24,premium,organic
2431,2023-02-28,free,organic
2432,2023-01-19,premium,ads
2433,2023-01-25,premium,ads
2434,2023-01-27,free,doctor
2435,2023-02-19,premium,referral
2436,2023-01-22,free,referral
2437,2023-02-13,free,referral
2438,2023-02-08,free,ads
2439,2023-01-04,free,organic
2440,2023-02-20,free,organic
2441,2023-02-10,free,ads
2442,2023-02-11,free,referral
2443,2023-01-22,premium,referral
2444,2023-01-05,premium,doctor
2445,2023-01-22,free,doctor
2446,2023-01-07,free,referral
2447,2023-02-05,free,ads
2448,2023-02-13,free,referral
2449,2023-01-25,free,doctor
2450,2023-01-19,free,referral
2451,2023-01-17,free,ads
2452,2023-02-16,premium,organic
2453,2023-02-24,free,ads
2454,2023-02-12,free,ads
2455,2023-02-28,free,doctor
2456,2023-02-08,free,ads
2457,2023-02-25,free,ads
2458,2023-01-10,free,doctor
2459,2023-01-22,free,doctor
2460,2023-01-06,free,organic
2461,2023-02-07,premium,referral
2462,2023-02-12,premium,ads
2463,2023-01-10,free,doctor
2464,2023-02-28,free,organic
2465,2023-01-23,free,referral
2466,2023-01-20,free,doctor
2467,2023-02-11,free,referral
2468,2023-02-14,free,referral
2469,2023-02-12,free,ads
2470,2023-01-26,free,ads
2471,2023-01-09,free,doctor
2472,2023-02-08,premium,referral
2473,2023-02-15,premium,doctor
2474,2023-03-02,premium,doctor
2475,2023-01-06,free,referral
2476,2023-01-20,premium,doctor
2477,2023-02-05,free,referral
2478,2023-01-25,premium,referral
2479,2023-02-11,free,referral
2480,2023-02-20,premium,referral
2481,2023-01-22,free,organic
2482,2023-02-22,premium,referral
2483,2023-01-09,premium,ads
2484,2023-02-12,free,ads
2485,2023-02-14,free,ads
2486,2023-02-23,premium,referral
2487,2023-03-02,free,ads
2488,2023-02-17,premium,organic
2489,2023-02-13,free,doctor
2490,2023-02-28,free,referral
2491,2023-02-03,free,ads
2492,2023-01-06,free,organic
2493,2023-02-11,premium,doctor
2494,2023-02-12,free,organic
2495,2023-01-28,free,ads
2496,2023-02-02,free,organic
2497,2023-01-24,free,doctor
2498,2023-01-02,premium,ads
2499,2023-01-24,premium,doctor
2500,2023-01-20,free,organic
2501,2023-01-12,premium,referral
2502,2023-03-02,premium,referral
2503,2023-01-14,free,referral
2504,2023-01-22,premium,referral
2505,2023-03-02,free,doctor
2506,2023-02-19,free,referral
2507,2023-02-01,premium,doctor
2508,2023-01-13,free,ads
2509,2023-01-15,premium,referral
2510,2023-01-09,premium,doctor
2511,2023-01-10,free,referral
2512,2023-01-05,premium,referral
2513,2023-01-19,free,referral
2514,2023-02-24,free,doctor
2515,2023-02-20,free,organic
2516,2023-01-07,premium,referral
2517,2023-02-02,free,referral
2518,2023-02-19,free,ads
2519,2023-02-04,free,organic
2520,2023-02-23,premium,doctor
2521,2023-02-17,free,ads
2522,2023-02-26,free,referral
2523,2023-02-03,free,ads
2524,2023-01-03,free,ads
2525,2023-02-12,premium,referral
2526,2023-01-22,free,organic
2527,2023-02-26,free,organic
2528,2023-02-19,premium,ads
2529,2023-02-09,free,referral
2530,2023-01-09,premium,doctor
2531,2023-02-08,free,ads
2532,2023-01-25,premium,doctor
2533,2023-01-10,free,ads
2534,2023-01-11,free,ads
2535,2023-01-12,premium,referral
2536,2023-02-23,premium,referral
2537,2023-02-14,premium,doctor
2538,2023-02-19,free,doctor
2539,2023-02-09,premium,organic
2540,2023-02-21,premium,referral
2541,2023-02-27,free,ads
2542,2023-01-11,premium,ads
2543,2023-02-16,premium,organic
2544,2023-01-29,free,referral
2545,2023-01-03,free,ads
2546,2023-01-27,free,organic
2547,2023-01-24,free,organic
2548,2023-02-13,free,ads
2549,2023-02-16,free,ads
2550,2023-01-16,free,doctor
2551,2023-01-29,free,referral
2552,2023-02-09,free,doctor
2553,2023-01-19,premium,organic
2554,2023-02-18,premium,ads
2555,2023-02-17,free,doctor
2556,2023-02-20,premium,organic
2557,2023-01-29,free,referral
2558,2023-01-15,free,ads
2559,2023-02-04,free,doctor
2560,2023-01-16,free,referral
2561,2023-01-20,premium,doctor
2562,2023-02-21,premium,organic
2563,2023-02-20,free,referral
2564,2023-01-31,free,doctor
2565,2023-02-27,free,referral
2566,2023-02-23,free,organic
2567,2023-01-13,free,referral
2568,2023-01-24,free,doctor
2569,2023-02-13,premium,organic
2570,2023-03-02,premium,ads
2571,2023-02-06,free,doctor
2572,2023-01-29,premium,doctor
2573,2023-01-30,free,organic
2574,2023-02-19,free,organic
2575,2023-01-19,free,ads
2576,2023-02-19,free,doctor
2577,2023-01-25,premium,organic
2578,2023-02-02,free,ads
2579,2023-02-03,free,ads
2580,2023-01-27,free,organic
2581,2023-01-11,free,doctor
2582,2023-02-22,premium,referral
2583,2023-01-13,free,referral
2584,2023-02-21,free,ads
2585,2023-02-08,free,referral
2586,2023-01-09,free,referral
2587,2023-02-25,free,organic
2588,2023-01-17,free,ads
2589,2023-01-04,free,doctor
2590,2023-02-11,premium,ads
2591,2023-01-31,premium,organic
2592,2023-02-25,premium,referral
2593,2023-01-24,free,doctor
2594,2023-02-05,free,ads
2595,2023-03-01,free,referral
2596,2023-01-07,premium,ads
2597,2023-02-15,free,doctor
2598,2023-02-24,free,ads
2599,2023-02-03,free,ads
2600,2023-02-24,free,ads
2601,2023-01-08,free,referral
2602,2023-01-19,free,doctor
2603,2023-01-06,premium,doctor
2604,2023-02-18,free,referral
2605,2023-01-11,free,referral
2606,2023-01-18,free,referral
2607,2023-01-29,free,organic
2608,2023-02-27,free,ads
2609,2023-02-02,premium,ads
2610,2023-01-10,free,doctor
2611,2023-02-23,premium,ads
2612,2023-01-28,free,organic
2613,2023-01-06,free,referral
2614,2023-03-02,premium,doctor
2615,2023-02-28,free,doctor
2616,2023-01-15,free,ads
2617,2023-02-22,free,doctor
2618,2023-01-29,free,referral
2619,2023-02-26,premium,doctor
2620,2023-01-23,free,referral
2621,2023-03-01,premium,organic
2622,2023-01-02,premium,organic
2623,2023-01-27,free,referral
2624,2023-01-04,premium,ads
2625,2023-01-26,free,doctor
2626,2023-02-02,premium,ads
2627,2023-01-24,free,doctor
2628,2023-01-16,free,organic
2629,2023-01-25,free,organic
2630,2023-01-06,free,organic
2631,2023-01-24,free,doctor
2632,2023-01-15,premium,organic
2633,2023-01-02,free,organic
2634,2023-01-21,free,organic
2635,2023-03-01,premium,organic
2636,2023-01-07,free,ads
2637,2023-02-23,premium,organic
2638,2023-02-15,premium,organic
2639,2023-02-11,premium,ads
2640,2023-01-22,premium,ads
2641,2023-02-20,free,doctor
2642,2023-01-10,free,referral
2643,2023-01-09,premium,organic
2644,2023-01-03,free,organic
2645,2023-01-19,free,organic
2646,2023-02-28,free,doctor
2647,2023-02-23,premium,organic
2648,2023-01-31,free,referral
2649,2023-02-14,free,ads
2650,2023-02-23,free,doctor
2651,2023-01-09,free,ads
2652,2023-02-18,free,organic
2653,2023-02-15,free,organic
2654,2023-01-31,free,organic
2655,2023-01-29,premium,referral
2656,2023-02-09,free,referral
2657,2023-01-01,premium,doctor
2658,2023-02-27,premium,ads
2659,2023-01-06,free,organic
2660,2023-01-02,free,organic
2661,2023-01-17,free,organic
2662,2023-01-14,premium,organic
2663,2023-02-23,free,referral
2664,2023-01-10,free,ads
2665,2023-02-05,free,ads
2666,2023-03-02,free,doctor
2667,2023-02-16,free,referral
2668,2023-02-08,free,organic
2669,2023-02-03,premium,ads
2670,2023-01-28,free,ads
2671,2023-01-08,free,referral
2672,2023-02-19,free,doctor
2673,2023-01-19,premium,doctor
2674,2023-01-16,free,organic
2675,2023-01-20,premium,doctor
2676,2023-01-08,free,ads
2677,2023-01-04,free,doctor
2678,2023-01-16,free,organic
2679,2023-01-27,free,ads
2680,2023-02-10,free,doctor
2681,2023-02-20,free,doctor
2682,2023-02-09,premium,referral
2683,2023-01-30,free,organic
2684,2023-01-05,free,doctor
2685,2023-01-08,free,referral
2686,2023-02-23,free,ads
2687,2023-02-27,free,referral
2688,2023-02-01,free,referral
2689,2023-02-08,free,doctor
2690,2023-02-04,free,doctor
2691,2023-01-02,free,doctor
2692,2023-02-10,free,referral
2693,2023-02-02,free,ads
2694,2023-02-06,free,organic
2695,2023-01-16,premium,referral
2696,2023-02-15,free,doctor
2697,2023-01-10,free,organic
2698,2023-01-19,free,ads
2699,2023-01-28,premium,organic
2700,2023-01-01,premium,doctor
2701,2023-02-09,free,referral
2702,2023-01-23,premium,referral
2703,2023-01-16,free,doctor
2704,2023-02-06,free,referral
2705,2023-01-27,premium,doctor
2706,2023-01-12,premium,referral
2707,2023-02-12,free,referral
2708,2023-02-12,free,referral
2709,2023-01-06,free,ads
2710,2023-02-03,free,ads
2711,2023-01-24,premium,doctor
2712,2023-01-05,free,ads
2713,2023-02-03,free,doctor
2714,2023-02-04,free,organic
2715,2023-02-02,free,organic
2716,2023-02-20,free,ads
2717,2023-02-02,free,organic
2718,2023-02-05,premium,organic
2719,2023-01-02,premium,referral
2720,2023-01-25,free,referral
2721,2023-02-25,premium,doctor
2722,2023-01-31,premium,organic
2723,2023-01-03,premium,doctor
2724,2023-02-10,free,doctor
2725,2023-01-25,free,organic
2726,2023-01-24,free,ads
2727,2023-01-17,free,organic
2728,2023-02-17,free,referral
2729,2023-01-02,free,organic
2730,2023-01-23,free,ads
2731,2023-02-20,premium,doctor
2732,2023-01-05,free,doctor
2733,2023-01-23,free,referral
2734,2023-01-16,premium,referral
2735,2023-02-16,premium,referral
2736,2023-02-12,premium,doctor
2737,2023-02-10,premium,referral
2738,2023-01-07,free,organic
2739,2023-02-19,premium,doctor
2740,2023-02-07,free,ads
2741,2023-02-17,free,doctor
2742,2023-02-18,free,organic
2743,2023-01-22,free,organic
2744,2023-01-09,free,referral
2745,2023-01-03,free,doctor
2746,2023-01-23,premium,doctor
2747,2023-02-04,free,doctor
2748,2023-01-22,free,ads
2749,2023-02-22,premium,referral
2750,2023-02-11,free,organic
2751,2023-01-12,free,organic
2752,2023-02-23,free,referral
2753,2023-02-19,free,organic
2754,2023-02-13,free,organic
2755,2023-01-30,premium,referral
2756,2023-02-14,free,organic
2757,2023-01-31,free,doctor
2758,2023-02-10,premium,ads
2759,2023-01-12,premium,referral
2760,2023-02-21,free,ads
2761,2023-01-09,free,organic
2762,2023-01-05,free,organic
